Flow Time,Lift Coeff,Tip Displacement
0,0.5227528275358809,9.73
1,0.5062311601798156,51.96
2,0.4807613525220279,141.12
3,0.4682925862203523,273.9
4,0.45532443034862724,439.88
5,0.44259821768346425,627.58
6,0.43107185540579535,826.1
7,0.42111413073338977,1025.96
8,0.4128401428616023,1219.41
9,0.4062198250618505,1400.46
10,0.4010596227688847,1564.77
11,0.3971669210027235,1709.45
12,0.3940921282125322,1832.8
13,0.3916492065152068,1934.01
14,0.3899034570868874,2013.09
15,0.3881351576121311,2070.76
16,0.3879646228859524,2108.36
17,0.38820609629988034,2127.81
18,0.3887275661237325,2131.44
19,0.3894468186465412,2121.68
20,0.3902562713550973,2101.01
21,0.3910511604919962,2071.83
22,0.3917845067938279,2036.38
23,0.3924027539003049,1996.76
24,0.3929129487009386,1954.82
25,0.39332589642631344,1912.19
26,0.3936359595648201,1870.27
27,0.39380884325416926,1830.22
28,0.39383750060484946,1792.92
29,0.39373320664007905,1759.05
30,0.39350629679780824,1729.05
31,0.3931783815392057,1703.17
32,0.39275932650958756,1681.5
33,0.3922604067321723,1663.97
34,0.39170417225339665,1650.41
35,0.3911009585112109,1640.56
36,0.3904747249299542,1634.06
37,0.38983345798440633,1630.52
38,0.3891898420756879,1629.54
39,0.3885556220196515,1630.67
40,0.38794301242478374,1633.51
41,0.38736422789957126,1637.64
42,0.3868314830525007,1642.69
43,0.3863522945657176,1648.33
44,0.385930890572929,1654.26
45,0.3855644523183302,1660.23
46,0.3852478120829461,1666.03
47,0.3849758021478016,1671.48
48,0.3847437245865557,1676.47
49,0.38454453250969683,1680.9
50,0.38437258840561583,1684.71
51,0.3842236641406058,1687.88
52,0.38409212220305755,1690.41
53,0.3839821907266779,1692.32
54,0.3838962186746374,1693.64
55,0.3838313872911315,1694.42
56,0.3837829986498191,1694.72
57,0.3837477642022615,1694.61
58,0.3837205162294836,1694.15
59,0.3836984359756809,1693.43
60,0.3836777650997804,1692.49
61,0.3836566244312459,1691.4
62,0.3836350139700772,1690.22
63,0.3836110545457381,1689.0
64,0.3835838065729602,1687.78
65,0.38355514922228007,1686.58
66,0.3835250824936976,1685.45
67,0.38349501576511513,1684.4
68,0.38346447924389854,1683.46
69,0.38343535210058427,1682.62
70,0.38340857392044053,1681.91
71,0.3833855540813696,1681.31
72,0.38336441341283506,1680.83
73,0.383345621707471,1680.47
74,0.3833334070989844,1680.18
75,0.38334233315903227,1679.93
76,0.38335830610859173,1679.69
77,0.38337709781395574,1679.47
78,0.383396829104588,1679.26
79,0.38341796977312254,1679.06
80,0.38344192919746173,1678.88
81,0.38346964696287367,1678.72
82,0.383499243898822,1678.58
83,0.3835288408347704,1678.45
84,0.38355937735598694,1678.35
85,0.3835866253287648,1678.26
86,0.38360823578993347,1678.2
87,0.38362514832476113,1678.15
88,0.38363642334797954,1678.13
89,0.38364065148168647,1678.12
90,0.38363924210378414,1678.14
91,0.38363078583637034,1678.18
92,0.383615282679445,1678.24
93,0.3835903836698376,1678.32
94,0.38355984714862107,1678.42
95,0.3835255522863317,1678.55
96,0.38348984804614,1678.69
97,0.38345508339121653,1678.86
98,0.3834236072847318,1679.04
99,0.3833963593119539,1679.24
100,0.38337427905815114,1679.46
101,0.38336018527912813,1679.7
102,0.383355017560153,1679.95
103,0.38336018527912813,1680.22
104,0.38337380926551706,1680.49
105,0.3833940103487834,1680.78
106,0.38341984894365894,1681.08
107,0.38345461359858246,1681.39
108,0.38350488141043126,1681.7
109,0.3835758200981805,1682.03
110,0.3836683692470984,1682.36
111,0.38377689134557574,1682.7
112,0.3838966884672715,1683.05
113,0.38401695538160135,1683.4
114,0.3841245378948105,1683.76
115,0.3842006443015349,1684.13
116,0.384229301652215,1684.5
117,0.38419547658255976,1684.87
118,0.384094471166228,1685.24
119,0.38214624111261103,1685.61
120,0.3818596676058094,1685.99
121,0.38218382452333916,1686.39
122,0.3841010482631055,1686.83
123,0.3852257318291433,1687.34
124,0.38318119428553565,1687.9
125,0.3797658018356211,1688.45
126,0.3764265157924309,1688.91
127,0.3734541377964737,1689.13
128,0.3706762539510342,1688.98
129,0.36792092015203165,1688.32
130,0.3702139779990788,1687.04
131,0.38126209137523287,1685.02
132,0.3970334998946388,1682.21
133,0.41248732859339243,1678.52
134,0.4241729505740216,1673.91
135,0.43089051544903234,1668.35
136,0.4382982057035375,1661.84
137,0.4489526328523149,1654.39
138,0.4645239097095938,1645.89
139,0.48522062420491496,1636.06
140,0.5074361782862847,1624.7
141,0.5282315492347672,1611.85
142,0.5455250858886604,1597.61
143,0.557579495087059,1582.17
144,0.563080297039748,1565.75
145,0.5613993789949345,1548.65
146,0.5525104325651088,1531.18
147,0.5370636507558667,1513.68
148,0.5162358641156313,1496.49
149,0.4918526868205193,1479.87
150,0.46256299525485606,1464.02
151,0.427731629777337,1449.09
152,0.3928016078466567,1435.14
153,0.362696356268194,1422.14
154,0.34137152902107976,1410.04
155,0.33099897745276297,1398.69
156,0.32854994845119423,1387.92
157,0.3306433444287485,1377.5
158,0.3344232959627254,1367.27
159,0.33747882725491857,1357.19
160,0.3395877263893981,1347.29
161,0.3407654965230894,1337.62
162,0.3412921340659167,1328.19
163,0.34156132524525656,1318.97
164,0.34191836764717337,1309.87
165,0.3425709096159397,1300.81
166,0.3436204263605214,1291.68
167,0.34507396477043,1282.42
168,0.3468666934621596,1272.96
169,0.348830896465336,1263.3
170,0.3508153005517788,1253.43
171,0.3527522555821774,1243.38
172,0.35459431250048756,1233.19
173,0.35632033063817475,1222.92
174,0.35795849755328507,1212.65
175,0.359520558061671,1202.46
176,0.36099617672538237,1192.46
177,0.3624088431761242,1182.74
178,0.3637787584971628,1173.41
179,0.36510545289586416,1164.56
180,0.36637765134900974,1156.29
181,0.3675803204923084,1148.68
182,0.36869654779093247,1141.8
183,0.36973572909756397,1135.73
184,0.3706945758637642,1130.53
185,0.37156322244421697,1126.25
186,0.37233274277887446,1122.93
187,0.37299233163715234,1120.6
188,0.37352789524002755,1119.28
189,0.37394037317276824,1118.98
190,0.37422036958269245,1119.71
191,0.3743777501151163,1121.46
192,0.3744209710374536,1124.21
193,0.37436553550662965,1127.93
194,0.3742283560574722,1132.59
195,0.37402305667637004,1138.15
196,0.37376044259390756,1144.56
197,0.3734541377964737,1151.76
198,0.3731219944041642,1159.7
199,0.3727795155739046,1168.31
200,0.3724271710983288,1177.53
201,0.3720583838805595,1187.31
202,0.37167127475006023,1197.56
203,0.37126913225526975,1208.23
204,0.37085148660355394,1219.25
205,0.37041645862437633,1230.56
206,0.3699663972809076,1242.09
207,0.36950506091422036,1253.78
208,0.369033858902217,1265.56
209,0.36855279124489754,1277.39
210,0.36806232773489606,1289.2
211,0.36756857567645584,1300.95
212,0.3670729444474793,1312.57
213,0.36656697778055247,1324.03
214,0.36606054132099153,1335.28
215,0.36555974237303984,1346.27
216,0.36507115803357476,1356.98
217,0.3645938487173281,1367.35
218,0.36412781442429987,1377.37
219,0.363677283288197,1386.99
220,0.3632464834427263,1396.2
221,0.36283729405842435,1404.96
222,0.36245159430582735,1413.26
223,0.36209220294074007,1421.07
224,0.36175865017052833,1428.37
225,0.36144858703202165,1435.15
